Comment Number (ID),Nickname,User @,User URL,Comment Text,Time,Likes,Profile Picture URL,Is 2nd Level Comment,User Replied To,Number of Replies
472,Judith ',jud1th_htr,https://www.tiktok.com/@jud1th_htr,@lene_1636,30.11.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/00ce8a415b165908d82beea31022e9e8~c5_100x100.jpg?x-expires=1702054800&x-signature=w6SQW6lYG6fBVKZ2LbrpD5Udi4g%3D,No,---,0
473,> reazns<,leftmemycookies,https://www.tiktok.com/@leftmemycookies,@ve3leo,29.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c5b7af15ce272912e0820ea165e222d9~c5_100x100.jpg?x-expires=1702054800&x-signature=SLSlGkQxjlTsjaKetYvmOwzSUeI%3D,No,---,0
474,✨𝔞𝔯𝔦𝔞𝔫𝔞 𝔤𝔯𝔞𝔫𝔡𝔢✨,peachy.grqnde,https://www.tiktok.com/@peachy.grqnde,@liiisen_ontour,28.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/930a6ac44ec9f586ec7eecdeb23ce2af~c5_100x100.jpg?x-expires=1702054800&x-signature=g%2FPzLfXQ2tHO0hSL7PRokyTPMwU%3D,No,---,0
475,🧸,tami.schuenke,https://www.tiktok.com/@tami.schuenke,@.em_ske,26.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/e4e73bb55622b87769a32f91f2fa5668~c5_100x100.jpg?x-expires=1702054800&x-signature=lk7KcwNqeVHSARt%2BE9PpxjMHBJA%3D,No,---,0
476,yyy,yyyyyyyyyy846,https://www.tiktok.com/@yyyyyyyyyy846,@football4ever092,26.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4311ef7a0a56cbdeb1991e98f5f24208~c5_100x100.jpg?x-expires=1702054800&x-signature=I3V9N1bMeJlysfuwE7feDFlrSZI%3D,No,---,0
477,💗,zelaaaal48,https://www.tiktok.com/@zelaaaal48,@borntodielol_,24.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e0c3d8431f48b311d7e3690206b2234a~c5_100x100.jpg?x-expires=1702054800&x-signature=nr24WR4xTVQRM4AHUEb4lwXB4wk%3D,No,---,0
478,Intp,waffelgeist,https://www.tiktok.com/@waffelgeist,@sirupgeist,24.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/615ef5b4a33c5b04a9c8a9d507d56f0f~c5_100x100.jpg?x-expires=1702054800&x-signature=n%2BjIUzfjbKSKTD0GRUX5%2B0Bx37U%3D,No,---,0
479,Lukas.o84,lukas.o84,https://www.tiktok.com/@lukas.o84,@oceanz2005,13.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/39b6ddfa27efa4346592dd05e478d968~c5_100x100.jpg?x-expires=1702054800&x-signature=xyEju8Tjppi%2F6ihb0YAW3%2BVmKZA%3D,No,---,0
480,John J. Rambo,userqxim573ao5,https://www.tiktok.com/@userqxim573ao5,Frau 🐻🐐 wenn sie mir erklären wie man mit 1200€ Netto und 700€ Miete im 10.OG ein E Auto finanziert und laden tut dann wähle ich Sie,02.09.21,63,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1636811579370501~c5_100x100.jpg?x-expires=1702054800&x-signature=J478ugVglZTc4GIQs7lBv9p32RI%3D,No,---,0
481,Emil,.....emix,https://www.tiktok.com/@.....emix,Nein zu grün,02.09.21,45,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/27d9e14e74fdbf1df01d02dfe379d2e2~c5_100x100.jpg?x-expires=1702054800&x-signature=OynexWDYqjl63JSWpuIoyX6bJj8%3D,No,---,0
482,kalle,okallisto,https://www.tiktok.com/@okallisto,nur weil sie nett ist, müsst ihr nicht die grünen wählen. die linke wählen🚩🚩,03.09.21,15,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fe1afbc9295a644f74b1fcc3c2484e6b~c5_100x100.jpg?x-expires=1702054800&x-signature=fOBtQi35HgLgjc9QOuaxNirEDmc%3D,No,---,0
483,carinaosbild,carinaosbild,https://www.tiktok.com/@carinaosbild,Sie dürfte so was nicht haben bin der Meinung alle grünen dürfen so was nicht haben nicht gut für die Umwelt😬,02.09.21,0,https://p77-sign-va-lite.tiktokcdn.com/musically-maliva-obj/6991896739485581317~c5_100x100.jpg?x-expires=1702054800&x-signature=m6wPNxjsXAPizcx%2FY5JvOtfqFrs%3D,No,---,0
484,Shila,shila252525,https://www.tiktok.com/@shila252525,Deutschland. Aber normal.💙💙💙💙💙💙💙💙💙💙💙💙💙,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/09bc145a87b89c742545544cd49f00c3~c5_100x100.jpg?x-expires=1702054800&x-signature=KVjJI6XsDJrX5By9QM6yWG2MGV8%3D,No,---,0
485,Lukas S,sieluse,https://www.tiktok.com/@sieluse,Einfach sympathisch:),02.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1676750026374150~c5_100x100.jpg?x-expires=1702054800&x-signature=D7qkiYAYfmtuIWMF9PIzOne%2FGck%3D,No,---,0
486,:),ratatouille10904,https://www.tiktok.com/@ratatouille10904,Warum redet sie so laut?,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2df2830b3b1aadca01483f88715bdc7a~c5_100x100.jpg?x-expires=1702054800&x-signature=A%2BJz01jFoeu0EERKpzwyhw3LQO8%3D,No,---,0
487,S. I.,13.11.angrybird,https://www.tiktok.com/@13.11.angrybird,Ich findse ganz gut,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/70b58b04c3f797febc189507099d0a41~c5_100x100.jpg?x-expires=1702054800&x-signature=Ju1kvKublFeUc0CXcoln%2BClMcxc%3D,No,---,0
488,05lena06,_05lena_06,https://www.tiktok.com/@_05lena_06,Simse 😂😂,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7dcd57e43d75b710c3e515203de4d10b~c5_100x100.jpg?x-expires=1702054800&x-signature=%2F6nZl1FyTtdDkKZVrVplXJNzzug%3D,No,---,0
489,A L P H A,der_alpha_,https://www.tiktok.com/@der_alpha_,Nein einfach nein,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/be8b3a47868ae0c253a8e1b1bcb0e3cf~c5_100x100.jpg?x-expires=1702054800&x-signature=RES5gnZ48jscmIRocdDkaMujfW4%3D,No,---,0
490,Chrissi,chris_sii,https://www.tiktok.com/@chris_sii,Ihre Art zu reden erinnert mich bisschen an Philip Amthor,02.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/0cebb84ebda111e13157129671ffe90f~c5_100x100.jpg?x-expires=1702054800&x-signature=eVL6N%2BjUkjwz8xnvEFves8Y6OIw%3D,No,---,0
491,Jeremy_Damien_,jeremy_damien_,https://www.tiktok.com/@jeremy_damien_,Nein,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/bbc0d1bf8a03cdb1cb1e88950ce4bae3~c5_100x100.jpg?x-expires=1702054800&x-signature=AiZnap4INMfH9AlKHsGjMhzbPrM%3D,No,---,0
492,linahamilton_44_7,linahamilton_44_7,https://www.tiktok.com/@linahamilton_44_7,Neiiinnn die hat das selbe Handy wie ich 😩,02.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/6b0339adddc406ddc5f78af921786124~c5_100x100.jpg?x-expires=1702054800&x-signature=RqZL3NwDl3BSANnfw%2BtMdnqcNK0%3D,No,---,0
493,96simonpeters,96simonschwarz,https://www.tiktok.com/@96simonschwarz,Wie ?! Kein Fair phone ?!,02.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1655532480507973~c5_100x100.jpg?x-expires=1702054800&x-signature=v4j1ZK%2BY62VwDdPBb1MEZuRlbk8%3D,No,---,0
494,user941065,user941065867,https://www.tiktok.com/@user941065867,Einhorn 😂… die lebt doch eh im rosa Einhornland,02.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1628545503824901~c5_100x100.jpg?x-expires=1702054800&x-signature=VNpjZuctojrdHXelIvB0GRbQgus%3D,No,---,0
495,Felix,netfelix17,https://www.tiktok.com/@netfelix17,💚,02.09.21,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/cda9bf55221e82ba7ba13210efdeef40.jpg?x-expires=1702054800&x-signature=zeybA1YgUpDtWBM0EK9zjs%2BiQcE%3D,No,---,0
496,Bärbel Hoderlein,binichnunmal,https://www.tiktok.com/@binichnunmal,Nein, nein und nochmal nein,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b39ed25cc1be513bb19b6c41688ae12d~c5_100x100.jpg?x-expires=1702054800&x-signature=1Jm255F4%2BcEDtVKabC0uueKHjVk%3D,No,---,0
497,Tom,tomgreenma,https://www.tiktok.com/@tomgreenma,Ich weiß nicht diese Frau geht mir gar nicht rein,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b1c16abe6d0a766881e38e89a56dc312~c5_100x100.jpg?x-expires=1702054800&x-signature=nqfXsKlkG7HZo%2BrzGsR%2FP4hvKFM%3D,No,---,0
498,Thom,thom_black,https://www.tiktok.com/@thom_black,Bisschet hot irgendwie.,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7ce256d36db0e52e73ae9ebac47151d6~c5_100x100.jpg?x-expires=1702054800&x-signature=j%2BtjnwEuH2psvjb3vUTYjsoTPHU%3D,No,---,0
499,LIAM agy,liamagy,https://www.tiktok.com/@liamagy,Sie is so sympathisch,02.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/a82aa435da8220dbdbc516ffb55857b0~c5_100x100.jpg?x-expires=1702054800&x-signature=wnl1k1V9TvFdcUs7ePRf%2B8IH7Mo%3D,No,---,0
500,G꤀ძғმեꛖꤕɾ ꛖ౹ⰿ⳽ꤕιғ,oberhorst,https://www.tiktok.com/@oberhorst,Unwählbar,02.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/56beb8d738bb8facce149508ecc5561f~c5_100x100.jpg?x-expires=1702054800&x-signature=KCXcYL2K8ex4y2a3vlzcxbH%2FdyM%3D,No,---,0
501,BruderIn,bruderin,https://www.tiktok.com/@bruderin,Sie wirkt nett. Aber das tut die Weidel auch. Beide sind in falschen Parteien,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/cba0708db818ffc100f5a6eae0f0038e~c5_100x100.jpg?x-expires=1702054800&x-signature=8wlu0m9Ip4erMW9Ph4GOecAJLgM%3D,No,---,0
502,𝕵𝖔𝖗𝖉𝖎,official_jordi,https://www.tiktok.com/@official_jordi,Haha😂💚,02.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/5bc3eecb070e9cad4b4fff143e261b1f~c5_100x100.jpg?x-expires=1702054800&x-signature=bk3wbMpMNz%2B3VH80GLriMR10fpM%3D,No,---,0
503,💕Ella💕,klein.nutella,https://www.tiktok.com/@klein.nutella,MiT wEm IcH sO sImSe,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a4c4ef4b3d3724fa775052928840890d~c5_100x100.jpg?x-expires=1702054800&x-signature=mUkQvdOpLxav9rDHCGkOMa0iXLI%3D,No,---,0
504,yasi.xx,xx.yasmin.xy,https://www.tiktok.com/@xx.yasmin.xy,@anvv121 simseee,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7983b3e7e8a9a3fab7cf34c43d8da314~c5_100x100.jpg?x-expires=1702054800&x-signature=CKlHUeJaWR0H6gbMd0Nf4itMHQo%3D,No,---,0
505,K.q.e.A,kqea,https://www.tiktok.com/@kqea,Oh 😧,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3f18473272bac48977eb9c78370083ac~c5_100x100.jpg?x-expires=1702054800&x-signature=SkFaM0P6dC43NlTEM0uLIl82qw4%3D,No,---,0
506,MasterMicha0815,mastermicha0815,https://www.tiktok.com/@mastermicha0815,"Nein nein,keine Kinder an die Macht😳😳
sei schlau wähl 💙💙💙💙💙💙💙💙💙💙💙💙",02.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1695242118503429~c5_100x100.jpg?x-expires=1702054800&x-signature=YKt%2FZukIRAX2s4nxbq4Vkv7jzkE%3D,No,---,0
507,Andreas K5682,andreask79,https://www.tiktok.com/@andreask79,Dachte Herz ist blau,02.09.21,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1688526228741121.jpg?x-expires=1702054800&x-signature=qwE89RX77XdSN7bMSZijILHkZFE%3D,No,---,0
508,Flemming Lipsow209,flemminglipsow209,https://www.tiktok.com/@flemminglipsow209,Simse🤡🤡🤡🤣🤣🤣,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d8b2d536073f11690e11f328663e8bcf~c5_100x100.jpg?x-expires=1702054800&x-signature=IPKyOO3fCFPXnC5Wt6HEi7awhEU%3D,No,---,0
509,Felix,likemoova,https://www.tiktok.com/@likemoova,Ich mag sie wirklich😁,02.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/6184bcb695ab417a5be5a203a7a5db5a~c5_100x100.jpg?x-expires=1702054800&x-signature=xbNRKitA%2FfTMAZzCq%2F5PLKU8wK4%3D,No,---,0
510,Marek,shaman_maniac,https://www.tiktok.com/@shaman_maniac,Sie ist schon hübsch 🧐😅,02.09.21,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/bdf2508c32115579b826afc3b77e9dcb~c5_100x100.jpg?x-expires=1702054800&x-signature=cKk0mmWLvTRtWaAjyvYlap1wNmI%3D,No,---,0
511,kb,kb.24bm,https://www.tiktok.com/@kb.24bm,hoffentlich wird sie es!,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ec740a275f683ba22fee36e3c218fb39~c5_100x100.jpg?x-expires=1702054800&x-signature=Vmro4PGc8WobiWkrAWMP0mRvKGE%3D,No,---,0
512,Jonna 💖,joleila.shr,https://www.tiktok.com/@joleila.shr,Bin ich verrückt oder redet sie irgendwie wie Phillip Amthor? 😂,02.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/812c04a6f6720770aff0909484bf1438~c5_100x100.jpg?x-expires=1702054800&x-signature=Ud2gUTY1mr4rxSGh90P1oGV2d%2FE%3D,No,---,0
513,karinabremer689,karinabremer689,https://www.tiktok.com/@karinabremer689,niemals,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e45c7ba16abd1fa85f6253142ed2ca24~c5_100x100.jpg?x-expires=1702054800&x-signature=5iyhmmwa%2FMI9HWzD4fgo1BX3drY%3D,No,---,0
514,Moritz_1895,moritz_1895_,https://www.tiktok.com/@moritz_1895_,Oh Gott...,02.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/b33449c93a45eb0686c70733e2d45369~c5_100x100.jpg?x-expires=1702054800&x-signature=09%2BjNOyG3xHprc5UxSRF3otGAHM%3D,No,---,0
515,Shoobie,34.589_anderen,https://www.tiktok.com/@34.589_anderen,Kanzlerkandidatin. Hat nur ein Handy. Tochter hat Zugang zum Handy. Mir macht sowas Angst,02.09.21,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/85d9be4b4fdd92fd0084fa90591fa1b5.jpg?x-expires=1702054800&x-signature=Bpc%2Bo6YpqWT7aRbKO2oygL%2Fq5FU%3D,No,---,0
516,Lassyfishy,wuelmaus_123,https://www.tiktok.com/@wuelmaus_123,Ich fühl sie nicht so,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/69b03764c8ac54a6410c09673c8272ab~c5_100x100.jpg?x-expires=1702054800&x-signature=VhfyFyWlJ%2BpflDmOQY9n22GH2Ws%3D,No,---,0
517,Joel,joelimabelli,https://www.tiktok.com/@joelimabelli,Wählt nich grün,02.09.21,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fa63ca2877e5ebe9548edc4a6e45667d~c5_100x100.jpg?x-expires=1702054800&x-signature=R3VVBvYLBedmre8ukMxfoA9WHD8%3D,No,---,0
518,𝖑𝖎𝖘𝖆,lisa.rxb,https://www.tiktok.com/@lisa.rxb,Warum seid ihr alle so gegen die Grünen?,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b12570cd091043a7b4465fdc86e90c49~c5_100x100.jpg?x-expires=1702054800&x-signature=GwKPyErUOdJgJkp1PRjdBoK2unc%3D,No,---,0
519,rudebwoysfinest,rudebwoysfinest,https://www.tiktok.com/@rudebwoysfinest,🤦🏻‍♂️,02.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/ec6635bed8cb57895dca6fb33abd50b9~c5_100x100.jpg?x-expires=1702054800&x-signature=y%2BtRQ4fQ6e1gZtJ%2B3sqgwilgiKc%3D,No,---,0
520,shouselp,shouselp,https://www.tiktok.com/@shouselp,😂😂😂,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/94a0c98376a58523bdc57aa8981d6b5f~c5_100x100.jpg?x-expires=1702054800&x-signature=6%2FEcTg2Zwovk5HgV00Pq1yXMiGg%3D,No,---,0
521,Lukas Hollenstein,reingeorgelt_,https://www.tiktok.com/@reingeorgelt_,ja zu AFD nein zu grün,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/77149ac04e39d854750f8dd684ad9942~c5_100x100.jpg?x-expires=1702054800&x-signature=zKGJZAWbs%2BTpnBlGPlunSekx4gQ%3D,No,---,0
522,Louis,louiis_hnvr,https://www.tiktok.com/@louiis_hnvr,Die kann sich auch direkt wieder verziehen….,02.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/9d42bc46a7c1a6ba0c4d77844ddbf5a8~c5_100x100.jpg?x-expires=1702054800&x-signature=atPXzAghm3yb6E%2FYwug5a1Zq%2BXw%3D,No,---,0
523,Thomas Tebbe,thomastebbe,https://www.tiktok.com/@thomastebbe,ob die weiß,wieviel Milliarden Kilowattstunden Strom für Handy und Co draufgehen,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d43a8c76c7e6ec49142f9f5be8c6d350~c5_100x100.jpg?x-expires=1702054800&x-signature=Wwhf2Y%2FjU%2FL4ri7%2F%2FeJdTJ%2BRgII%3D,No,---,0
524,𝑠𝑖𝑙𝑎,silakuz,https://www.tiktok.com/@silakuz,@6ilianaa,02.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/06281e3bb5757bcfcd94f68d9a5f8f4f~c5_100x100.jpg?x-expires=1702054800&x-signature=Me0vcZa%2FeEQRF9Y3tfORJjXbV14%3D,No,---,0
525,Speckweg Olli,speckwegolli,https://www.tiktok.com/@speckwegolli,die Kanzlerkandidaten weiß aber auch und dass wir Akku aus dem kobaltminen kommt,02.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/054015451c9e1cceba78f5350e4fdae3~c5_100x100.jpg?x-expires=1702054800&x-signature=03mujUdOYPyAElYKTlyY%2BO0xd9M%3D,No,---,0
526,user8948002922887,jakemitm1,https://www.tiktok.com/@jakemitm1,Die ist sooo schlimmm,02.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1702054800&x-signature=3BIf08pZxVHHGSPR9mjSbc6v7zQ%3D,No,---,0
527,luis_m0909,luis_m0909,https://www.tiktok.com/@luis_m0909,Sie ist sympathisch,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3b7a045ff40cf93a24e997487c5f8e64~c5_100x100.jpg?x-expires=1702054800&x-signature=aQc6XiBIn96LSIJ3IYKGq721i9w%3D,No,---,0
528,John,john_cmbyn,https://www.tiktok.com/@john_cmbyn,Also sympathisch ist sie schon,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0ba174a903df5c817999a49a81a6df93~c5_100x100.jpg?x-expires=1702054800&x-signature=pMjuD6AXh9qebwxcTnkrUGwjJOs%3D,No,---,0
529,Aliona Runge,alionarunge,https://www.tiktok.com/@alionarunge,🤥🤥🤥🤥🤥,02.09.21,0,https://p77-sign-va-lite.tiktokcdn.com/musically-maliva-obj/1666239233625094~c5_100x100.jpg?x-expires=1702054800&x-signature=DicB2NnRMoAa2E2WtTal1xqJF4M%3D,No,---,0
530,:) celina,topmeplease,https://www.tiktok.com/@topmeplease,@tictach0e_ die ist sooo süß einfach,02.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/ff519d883a1eba1b2ac5757837d9adb9~c5_100x100.jpg?x-expires=1702054800&x-signature=N3x2t0X8ZvgzOvpXB%2By2H1X6mzk%3D,No,---,0
531,reifen jonas,reifenjonas0,https://www.tiktok.com/@reifenjonas0,"Der wahlkampfbus fährt sicherlich nicht elektrisch sondern mit Diesel
Und die Wetter app nutzt sie damit sie weiß ob sie ein Taxi braucht bei regen",02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2b024cb8a5c3f943a69cd2a7b06c3135~c5_100x100.jpg?x-expires=1702054800&x-signature=Glfwkjyet9fB7covRwp50wxehWQ%3D,No,---,0
532,Karakanca,karakanca,https://www.tiktok.com/@karakanca,@admir___________ sympathisch,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/17385c6d5878d2f8021960dc2c8bc979~c5_100x100.jpg?x-expires=1702054800&x-signature=bEXpGLTTLG9QFv0Wf5Y27sFGf7Y%3D,No,---,0
533,Matt,littlebigblau,https://www.tiktok.com/@littlebigblau,Simsen 😳 jo wählen wa😅,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4d776d10e216b977cdd4950586434371~c5_100x100.jpg?x-expires=1702054800&x-signature=DINOcEsZC3vfJhagmb8gAp9fpdg%3D,No,---,0
534,david,72dqvid,https://www.tiktok.com/@72dqvid,Simse,02.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/ed6b04a81c2d3bc614f260718574c939~c5_100x100.jpg?x-expires=1702054800&x-signature=lwuj7OILow9wWIS03RUux2U2vzQ%3D,No,---,0
535,.,n05.3,https://www.tiktok.com/@n05.3,niemals grün,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b1407b90018be1da80f18f6609766d5f~c5_100x100.jpg?x-expires=1702054800&x-signature=JUW6sBG%2BLET%2BK1Tp1Opn0c5sYkI%3D,No,---,0
536,G.Pe10,g.love.10,https://www.tiktok.com/@g.love.10,ich finde sie ja echt sympathisch🥰 sie wäre auch eine sehr hübsche Kanzlerin 😏,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4a71e71ad37a396f97bc0ba64f88a9ea~c5_100x100.jpg?x-expires=1702054800&x-signature=5YHErgjyTUw%2FNK9NqQmAxrGIPGI%3D,No,---,0
537,|°Anjaflae°|,anjaflae._,https://www.tiktok.com/@anjaflae._,Werden die Grünen gewählt wandere ich aus werde mich für diese Meinung auch nicht rechtfertigen,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/64467648de012ec3beb447c101218c6c~c5_100x100.jpg?x-expires=1702054800&x-signature=ISbTTbbHeHCU2RjcRvouxa4%2FfOw%3D,No,---,0
538,Dennis,dennis1510_,https://www.tiktok.com/@dennis1510_,Kenn ich nicht, will ich nicht,02.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1702054800&x-signature=3BIf08pZxVHHGSPR9mjSbc6v7zQ%3D,No,---,0
539,Frank52,lemach66,https://www.tiktok.com/@lemach66,Die nervt ja nur noch. Von nix ne Ahnung 😂 immer am Thema vorbei,02.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1702054800&x-signature=3BIf08pZxVHHGSPR9mjSbc6v7zQ%3D,No,---,0
540,Oleg,oleg763,https://www.tiktok.com/@oleg763,AfD ist unsere Zukunft,02.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1661170040135686~c5_100x100.jpg?x-expires=1702054800&x-signature=yoJvkhmr5AyuaUPCArfMaxCMJRo%3D,No,---,0
541,user6596398017247,hogeluca,https://www.tiktok.com/@hogeluca,Simse ufffffff😂😂,02.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1702054800&x-signature=3BIf08pZxVHHGSPR9mjSbc6v7zQ%3D,No,---,0
542,Andy,andal1080,https://www.tiktok.com/@andal1080,Nicht für das Kanzleramt! NEIN… einfach NEIN!!!,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5626e762d600d8caa72abce478424abb~c5_100x100.jpg?x-expires=1702054800&x-signature=j9nkwkUsuNU4fqjo3d33BAKdzY0%3D,No,---,0
543,Luca,tbh.luca,https://www.tiktok.com/@tbh.luca,Unsympathische Frau,02.09.21,0,https://p16-amd-va.tiktokcdn.com/img/user-avatar-musically/0da5af43afc587b9df9f78dd9fba7059~120x256.image,No,---,0
544,Leon Schaefer,derherrkollege,https://www.tiktok.com/@derherrkollege,Wer schreibt heutzutage noch SMS 😂,02.09.21,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/74c8af656e86dd47be23deba742a5922.jpg?x-expires=1702054800&x-signature=0AfDa%2B%2FgFMvnCiBpD9pumeNU4Jo%3D,No,---,0
545,user672030782657,jens_mander,https://www.tiktok.com/@jens_mander,Sehr nett ... aber total naiv und ungeeignet,02.09.21,0,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1702054800&x-signature=BZFu0OqdauDQr6uMxNGPOSlGjfk%3D,No,---,0
546,office,office016,https://www.tiktok.com/@office016,Lügi genannt,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c05b0ba7b4d5f552ed88eebaa3ed0eda~c5_100x100.jpg?x-expires=1702054800&x-signature=4RhIzCu1SChhmTXl9Yv%2FHar4XWQ%3D,No,---,0
547,Zara,zara.dikl,https://www.tiktok.com/@zara.dikl,diggah diese fragen,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/13a7d7b3b6e1453ca7b47011a230e520~c5_100x100.jpg?x-expires=1702054800&x-signature=Ydhw%2F0XB5FOdSBkf9UwsQihgLwE%3D,No,---,0
548,Hans Willi,peterlustig1134,https://www.tiktok.com/@peterlustig1134,sie will so mit anderen Staatsoberhäuptern reden? never ever,02.09.21,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1686901840095233.jpg?x-expires=1702054800&x-signature=C1lfm%2FQLYqDzSGN94ZmrEqtpzyU%3D,No,---,0
