Comment Number (ID),Nickname,User @,User URL,Comment Text,Time,Likes,Profile Picture URL,Is 2nd Level Comment,User Replied To,Number of Replies
217,alex,_alex539_,https://www.tiktok.com/@_alex539_,das ist eher eine Schuelersprecherin,01.10.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d5b1230e551699ce5c3ae3703c588b29~c5_100x100.jpg?x-expires=1702054800&x-signature=kTFWTD7V%2F9n0SEbwR%2BT23%2Fs%2BBc4%3D,No,---,0
218,Uwe Wanker,uwewanker2,https://www.tiktok.com/@uwewanker2,☠️💀👻🤡🤡🤡🤡🤡,30.09.21,0,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1671776775103494~c5_100x100.jpg?x-expires=1702054800&x-signature=%2B9NNX78ePDoh6C3rwRG7hsAPJ9Y%3D,No,---,0
219,𝕀𝕥𝕤_𝕞𝕒𝕣𝕩𝕖,its_marxe,https://www.tiktok.com/@its_marxe,Süß hahaha,29.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/d6ea15f4fcb19a34ea5efddc3641724e~c5_100x100.jpg?x-expires=1702054800&x-signature=KneShgohV0t8RrJzEggIHV6I8Ic%3D,No,---,0
220,Guy with Hat,hatguyyy,https://www.tiktok.com/@hatguyyy,Ich bin überall,29.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5eb7fcf2aa282f7a2186167d0d0c5d62~c5_100x100.jpg?x-expires=1702054800&x-signature=pUke%2B90kHkeX0pEmbUgQAImAupA%3D,No,---,0
221,katiaaa,katiaa._220,https://www.tiktok.com/@katiaa._220,@lauraaa.210 wusste ja gar nicht das die Kinder hat 😳,29.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/1e105689d4908a3a04360a718ee5c77c~c5_100x100.jpg?x-expires=1702054800&x-signature=f1m5dRiq8t8gblxLS6fCZkGa%2BIw%3D,No,---,0
222,.,iamspacely,https://www.tiktok.com/@iamspacely,Grün ist nicht gleich grün,29.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/64854b896befb8d7cd47d2e9ec220a8f~c5_100x100.jpg?x-expires=1702054800&x-signature=2CInqlMbdR9vq2gmOyqKm6tPuYg%3D,No,---,0
223,jarla 🌟,jarlaa,https://www.tiktok.com/@jarlaa,nur weil sie sympathisch ist, heißt es nicht dass sie als Kanzlerin geeignet ist :),28.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/c229b15c9c308d9a0110d0c2d50f3c81~c5_100x100.jpg?x-expires=1702054800&x-signature=ekfQhppPpQhdY3N4EQMjQKYr7bw%3D,No,---,0
224,Yves Rodi,streiberlp,https://www.tiktok.com/@streiberlp,symphatisch ich hoffe auf Ampel Kollektion.,28.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0f406d51546afa4f11081e1247855cfd~c5_100x100.jpg?x-expires=1702054800&x-signature=R9R44RXcnIO%2BJud7KWmUS8iTSm8%3D,No,---,0
225,h_w140708,h_w140708,https://www.tiktok.com/@h_w140708,Simse wer kennt es net,28.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/2d26b8320f02a674701352da8ddabe65~c5_100x100.jpg?x-expires=1702054800&x-signature=F9K3zD%2F%2B1UD%2BB4JKcTVw87fWu38%3D,No,---,0
226,Lenard🇷🇺🇰🇿,leo_28_11_,https://www.tiktok.com/@leo_28_11_,Warum muss die immer so random schreien,28.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/982938e92261feba7c18519b4fa8fce9~c5_100x100.jpg?x-expires=1702054800&x-signature=Mk43yae8FIwuRKhmSCggHThY4nY%3D,No,---,0
227,Dreamer🌌,fff_mps,https://www.tiktok.com/@fff_mps,💚💚💚,28.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1c3a4294e4fdddf4c5f3e20636bdcaa8~c5_100x100.jpg?x-expires=1702054800&x-signature=swOTCo97h6hOxC95KL8aX7V80L0%3D,No,---,0
228,Curly King,curly_danger,https://www.tiktok.com/@curly_danger,Annalena will de Bärcock,28.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ac33d7c7b8066a909bb8d0a4527fef90~c5_100x100.jpg?x-expires=1702054800&x-signature=baTlZBBSDYC8NEvQbc4UUj1Eh3A%3D,No,---,0
229,Klara 🎧,.skygro,https://www.tiktok.com/@.skygro,Sie die ganze zeit:😀😃😄,28.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/18e35af839c060f48db6c3dedc0aee9d~c5_100x100.jpg?x-expires=1702054800&x-signature=Odscc64%2BaFIyc9RF867jrY2OWZ4%3D,No,---,0
230,Clemens 🇵🇱🇵🇱,clemens.co,https://www.tiktok.com/@clemens.co,Als ich nur gelesen hab dachte ich sie heißt Annalena Bedrock 😂😂,28.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/01535ed29f344778b76eed2e0d147149~c5_100x100.jpg?x-expires=1702054800&x-signature=dvTismchHUKgzEXsvTClNmHdJwk%3D,No,---,0
231,Vanessa,_xnxssi,https://www.tiktok.com/@_xnxssi,Die ist eig soo sympathisch,28.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/beb31bd684ab939e35a82d408d1afeb5~c5_100x100.jpg?x-expires=1702054800&x-signature=Ew%2FjelicYSeEeA6RWSp1mpvkRLM%3D,No,---,0
232,dffezeusdh,jejwjsuehsbdhez,https://www.tiktok.com/@jejwjsuehsbdhez,Unabhängig, ob man die Grünen mag oder nicht: Sympathisch ist sie ja,28.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/559ab8fd254d9b67d332a974654cc14e~c5_100x100.jpg?x-expires=1702054800&x-signature=7R9QdOJouBCDcNi7g%2BcQlapP5eY%3D,No,---,0
233,Mini_T,jack_beastybaby,https://www.tiktok.com/@jack_beastybaby,sympathisch,27.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/50a8fa6b5716c5c6c794149403874f47~c5_100x100.jpg?x-expires=1702054800&x-signature=4%2FP3dmdV95ProN5rDjVdb3cli14%3D,No,---,0
234,paul,_strokee_,https://www.tiktok.com/@_strokee_,Fdp besser,27.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/34172f4b4884653bf7ed9c72bf9bf2bd~c5_100x100.jpg?x-expires=1702054800&x-signature=8xXAUhBDnYbq3qse899qkSybAJU%3D,No,---,0
235,Marco Fischer,marcofischer78,https://www.tiktok.com/@marcofischer78,Scheiße ist ein handy nicht klimaschädlich naja bärböckchen darf das ja,27.09.21,0,https://p77-sign-va-lite.tiktokcdn.com/musically-maliva-obj/1665588960994309~c5_100x100.jpg?x-expires=1702054800&x-signature=5IOS8g%2B6Wz9nm9RKcZKZ6MfjEF8%3D,No,---,0
236,RXune,rxune_,https://www.tiktok.com/@rxune_,Sie ist echt sympathisch aber halt bei den Grünen,27.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/382eedc6d61be6517397444232307d26~c5_100x100.jpg?x-expires=1702054800&x-signature=emQsIIp22XpZ6xF24x0e%2B5jmGLo%3D,No,---,0
237,Raphi._,just_rafi_20,https://www.tiktok.com/@just_rafi_20,Eig. sehr sympathisch....aber ob sie gute politik macht muss jeder selbst entscheiden,27.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/b3f4c1fe6495767ca967aaf1a707f3e4~c5_100x100.jpg?x-expires=1702054800&x-signature=oK05yv0FwqfznYlcbHAlxZ%2BqWn8%3D,No,---,0
238,𝕱𝖚𝖈𝖐𝖟𝖔𝖚,noah_is_bad_boy,https://www.tiktok.com/@noah_is_bad_boy,Ehm mein Onkel will kein Strom Auto haben er will lieber selbst fahren,27.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/38a785671cc2ad210a4f98497854f830~c5_100x100.jpg?x-expires=1702054800&x-signature=FmUlUbkwbZhlEvWqiZsa8dK1klg%3D,No,---,0
239,Oli,olifeattommy,https://www.tiktok.com/@olifeattommy,Naja berühmteste Person in den Kontakten wird doch sicherlich Merkel sein oder hat die keine Nummer von ihr Lul,27.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/008d94df9451385dc1d85d45816dd37b~c5_100x100.jpg?x-expires=1702054800&x-signature=t7MtevYqLZjVgEZzYpOO7CcL2t0%3D,No,---,0
240,niels.maps,niels.maps,https://www.tiktok.com/@niels.maps,die mag zwar sympathisch sein, aber trotzdem soll sie nicht die Kanzlerin werden,27.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4a19804f62858ecb1fb42d810078ba03~c5_100x100.jpg?x-expires=1702054800&x-signature=xZEuQWDqbuEhNV0KK08NTCP8E6g%3D,No,---,0
241,Rinesaꨄ.,rinesa.qkn,https://www.tiktok.com/@rinesa.qkn,Sympathisch,27.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/746cf71a750b91efc2d0938c1ddad8a0~c5_100x100.jpg?x-expires=1702054800&x-signature=ys%2F5bAruHtZNIMoJyM7QttRCXB0%3D,No,---,0
242,kelater,kelater,https://www.tiktok.com/@kelater,Da ist doch der Fehler!!!! Sie sagt sie ist langweilig und zockt nicht!! Ich wusste das mit ihr was nicht stimmt 😂,27.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7f16b05a1dc0cdb08d8a0be80f036f8d~c5_100x100.jpg?x-expires=1702054800&x-signature=3%2F9BrSeKt5ob7%2B03Ey4mG3%2Fk2BU%3D,No,---,0
243,Daniello_1,daniello_1_,https://www.tiktok.com/@daniello_1_,Die ist echt sympathisch,27.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/3623391a3c8564b8007f419fcb97a133~c5_100x100.jpg?x-expires=1702054800&x-signature=ksTtkdhFdrCA1sEHPQlwBdXQ8Us%3D,No,---,0
244,.,doingirgendwas,https://www.tiktok.com/@doingirgendwas,Grünes herz 😂😂😂😂,27.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e50aac811b11a27669bd839667e847f4~c5_100x100.jpg?x-expires=1702054800&x-signature=uz9jHGJbHbxVkivuuia%2BLlyzgEI%3D,No,---,0
245,Jakob,tobias496,https://www.tiktok.com/@tobias496,Geht gar nicht,27.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e2c24d55f777c67879520ea8339d25b9~c5_100x100.jpg?x-expires=1702054800&x-signature=pD8pWPmPqwMH%2B4PHsQO6a6fQW98%3D,No,---,0
246,jonas<3,emmihascash,https://www.tiktok.com/@emmihascash,Sie ist sooo sympathisch,27.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/3aaf41972e703dfcfe6b2545508caa97~c5_100x100.jpg?x-expires=1702054800&x-signature=NIWedmmHyAwY%2FlKVu8W3C%2BmFb94%3D,No,---,0
247,sadri,sadri.16,https://www.tiktok.com/@sadri.16,die kamm voll sympathisch rüber,26.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/36fa3758cdaac8163856f2b11056543c~c5_100x100.jpg?x-expires=1702054800&x-signature=U%2Fa7za64wJviJ7Vi5jwvaoYaxqw%3D,No,---,0
248,^-^,mcvip3zps4,https://www.tiktok.com/@mcvip3zps4,Sympathisch aber ne gegen die Grünen,27.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/52af73933b348efceea66f2c30f2e64b~c5_100x100.jpg?x-expires=1702054800&x-signature=azfludvPGOAHHFHRZU2hpbZjM5Q%3D,No,---,0
249,𝕷𝖊𝖔𝖓𝖎𝖊᯾𝖄𝖆𝖐𝖆𝖗𝖎🦋𓃗,leonie_official_22,https://www.tiktok.com/@leonie_official_22,😅💚,26.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1cb0a694e8c8747facf3ad4cd0284fe6~c5_100x100.jpg?x-expires=1702054800&x-signature=zF44dN9LsojxRJBxxyWJANAxG9A%3D,No,---,0
250,Ida,ida.wrt,https://www.tiktok.com/@ida.wrt,Sie is so sympathisch aber ihre Partei entspricht is nicht meinen Interessen,26.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/dffeefabd3b28f67a1380b01f37f7c21~c5_100x100.jpg?x-expires=1702054800&x-signature=5HhFVsyqZ0EUp20rTvE2%2BJzhczU%3D,No,---,0
251,ᴊᴇssɪ💌,jessii447,https://www.tiktok.com/@jessii447,Um gottes willen,26.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d648c50ee7c9a62ac4b136d2d869498e~c5_100x100.jpg?x-expires=1702054800&x-signature=5fMbbs94ZfSelUo88sp8OyihxM4%3D,No,---,0
252,Roper Ju,fv09_rb,https://www.tiktok.com/@fv09_rb,Das handy is aus Plastik 🥲,26.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/ce035782333a5aff46aa0687deeca32d~c5_100x100.jpg?x-expires=1702054800&x-signature=5Kp7fwpH1YvzdAFGxTYs%2F6l6ICo%3D,No,---,0
253,🇧🇬,eszer.muc,https://www.tiktok.com/@eszer.muc,sie ist irgendwie sympathisch wenn sie bloß in einer anderen Partei wäre,26.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/178a7142f2a8839db5afa0b8f07768cc~c5_100x100.jpg?x-expires=1702054800&x-signature=n%2FZeZjFEvYTGXGIc%2BUWKCiHQaxw%3D,No,---,0
254,Steffi,steffi.lxn,https://www.tiktok.com/@steffi.lxn,Die armen Kinder :(,26.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8b8362b0f3b1daaff4f75f9f940b6a52~c5_100x100.jpg?x-expires=1702054800&x-signature=HKJt01O6l%2BEKitCaD6RmxnSDbVE%3D,No,---,0
255,1.FCN Fan 1968,glubberer,https://www.tiktok.com/@glubberer,4,90%,26.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/27bcfe093dffcab52b18f7c3e7409cfc~c5_100x100.jpg?x-expires=1702054800&x-signature=0lMe9or4bmdkrzB78tw7tpn2qiw%3D,No,---,0
256,Nica :)),rat_salad666,https://www.tiktok.com/@rat_salad666,Was haben alle gegen die Grünen??,25.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/1788e523ea616cd47baaf221cfb8a596~c5_100x100.jpg?x-expires=1702054800&x-signature=kVHUJ7%2F8Co8Qsx6CdgGyIYcEaG0%3D,No,---,0
257,Leo,leho2311,https://www.tiktok.com/@leho2311,Warum ist das auf meiner Fy ???,25.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ca7a7fe32f98e728ae45b7e6c3fb138e~c5_100x100.jpg?x-expires=1702054800&x-signature=%2BsqRpazQUTmsvnrrkmeFpJTRnuE%3D,No,---,0
258,JASON GTA,jasongta23,https://www.tiktok.com/@jasongta23,Sei schlau wähl blau,25.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/68f95856d30c2e78567fd2b678db2050~c5_100x100.jpg?x-expires=1702054800&x-signature=Fz%2BUjM%2BVPimb0%2BpoKRQPZjcoGJY%3D,No,---,0
259,Noah.com,https.noah.de,https://www.tiktok.com/@https.noah.de,Achse das iPhone 11 ist zum Glück umweltfreundlich,25.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/4c7e944151c39c53653bfbbc95e28823~c5_100x100.jpg?x-expires=1702054800&x-signature=ekgJJ044vBc%2FKCFmFR3FFwytA50%3D,No,---,0
260,penzi#,_penzi_,https://www.tiktok.com/@_penzi_,die schluckt mehr als ein 8er , aber erhöht die Spritpreise,24.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fbc933bb31ec7484dc7f0feb85249135~c5_100x100.jpg?x-expires=1702054800&x-signature=VynwMrfg%2FdP192NuXZffSiwhGd8%3D,No,---,0
261,robin,robinepg,https://www.tiktok.com/@robinepg,„das verrate ich nicht“ wir wissen doch alle dass es irgendein firmenchef ist,24.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/02f67e890ef137122ece0d3c407e8baa~c5_100x100.jpg?x-expires=1702054800&x-signature=NpC8lYrzwB0N%2BklK4eCu%2FnGGIGo%3D,No,---,0
262,essentialsformen,essentials.4.men,https://www.tiktok.com/@essentials.4.men,Ich bin nicht für die Grünen , aber finde sie trotzdem eine nette und sympathische Frau,24.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/987e8bb12393ecfaee249d3e2204efd3~c5_100x100.jpg?x-expires=1702054800&x-signature=RCnRlZdIyh0hZvuTgaQ0PmIYklI%3D,No,---,0
263,𝓵𝓾𝓷𝓪,luna.stlr,https://www.tiktok.com/@luna.stlr,Alter die macht auch überall Werbung,24.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/04934ad625be6f6ca387ef88309bc7e0~c5_100x100.jpg?x-expires=1702054800&x-signature=Rrmtv4uNGp%2FeP3v0VrZqT%2Badu90%3D,No,---,0
264,Sarah💋,sarahwyfc,https://www.tiktok.com/@sarahwyfc,@larax75 also irgendwie ist die Frau ja gar nicht schlimm,24.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/9251634d6dc1ba17402e4838741d0e9b~c5_100x100.jpg?x-expires=1702054800&x-signature=nl8yHfgntEwm0o3m7gynmD7mOws%3D,No,---,0
265,liva,liva.fs,https://www.tiktok.com/@liva.fs,Sie ist mir sympathisch 🤝,24.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/8b45b3a9b7ba52f6302c2b025ff12c25~c5_100x100.jpg?x-expires=1702054800&x-signature=ktOmyTYEdf31rKC70gEv4CbxUjE%3D,No,---,0
266,nore¡a,noriblaettchen,https://www.tiktok.com/@noriblaettchen,sie ist voll sympathisch idk,24.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/e18898688ba359079a848983fc22d455~c5_100x100.jpg?x-expires=1702054800&x-signature=wDAX6%2F5k5Si6u19WocAuYXaR8eo%3D,No,---,0
267,Xhavit,xhavit_veliqi,https://www.tiktok.com/@xhavit_veliqi,Was ist das für ein Beschisender Name Annalena,24.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/2727df9e1872821449dea5f65c6f85cc~c5_100x100.jpg?x-expires=1702054800&x-signature=4DI8rxeW008KWtvJZ%2BErfR34ynQ%3D,No,---,0
268,Laurin🦈,laurin_._99,https://www.tiktok.com/@laurin_._99,Sie ist zwar nett trz würde ich die Partei niemals wählen,24.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6b5dbb4436940e37fbf1d1309530b8c7~c5_100x100.jpg?x-expires=1702054800&x-signature=7RmgLk7q1aPS42TjfoCAgLc3o%2BY%3D,No,---,0
269,Anonym187,anonym187187,https://www.tiktok.com/@anonym187187,.,24.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/74ca0e79b3f6ad98ccd432c4b28b67d8~c5_100x100.jpg?x-expires=1702054800&x-signature=0janIt4tbk8Zq2s74B9eVULAC0A%3D,No,---,0
270,Joelina,joelina.tx39,https://www.tiktok.com/@joelina.tx39,Komisch alles über Politik,24.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/a10218302562b284f1c903985548086d~c5_100x100.jpg?x-expires=1702054800&x-signature=QOl0lJYRKSrYa0qJTYwCmwYER2c%3D,No,---,0
271,halluuuuu,plinaaaamloeschen,https://www.tiktok.com/@plinaaaamloeschen,sympathisch,24.09.21,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6d8967ef5e19b03e29b8faa043fd3755~c5_100x100.jpg?x-expires=1702054800&x-signature=XEKPmGzhtx0Gs51c1zFag58UfEQ%3D,No,---,0
272,Pat,gesundermenschenverstand,https://www.tiktok.com/@gesundermenschenverstand,Ich komm erst um 1:30 Uhr. Aber ohne dich Schatz 😂,24.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9a5bcbe2fd523cb44f63b65f466d20d0~c5_100x100.jpg?x-expires=1702054800&x-signature=WaQF0Yrv4vDz%2Bltg2%2BFvCMBjo9Q%3D,No,---,0
273,♋️,0k.heart,https://www.tiktok.com/@0k.heart,@.radom.shit „siemsen“ einhorn emoji“😭,24.09.21,0,https://p77-sign-va-lite.tiktokcdn.com/tos-maliva-avt-0068/d13975772e93ce440b914f489b4109a5~c5_100x100.jpg?x-expires=1702054800&x-signature=1svXo7ckqy8%2FERY55gy6T7XQeIo%3D,No,---,0
274,𝐷𝑒𝑟𝑦𝑎,derya.drz,https://www.tiktok.com/@derya.drz,ich liebe dich,23.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/04d90a2426d936228d0201ccda0c6b54~c5_100x100.jpg?x-expires=1702054800&x-signature=Z1%2F6CKQTCegMgnk3LtoqFHlIY1Y%3D,No,---,0
275,Franziska.,franzi_ska01,https://www.tiktok.com/@franzi_ska01,im bus 😂😂 soll se halt mitn fahrrad fahren,23.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/8e2ffbb344fdbd2a4c1f5d912e72c6cf~c5_100x100.jpg?x-expires=1702054800&x-signature=gFH8pW1mdT1utvngxB4UdK0UGo0%3D,No,---,0
276,dasF1nn,dasf1nn,https://www.tiktok.com/@dasf1nn,Anna Bockwurst,23.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/feb2bf15af6f1daab5b0dafb8f19dd90~c5_100x100.jpg?x-expires=1702054800&x-signature=y5SpDVBIilI30toppwriBMf23OQ%3D,No,---,0
277,Nikos,nikosnikolaos1990,https://www.tiktok.com/@nikosnikolaos1990,Der Bär hat Bock😅😏,23.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e7723306030fc30f18f259c677502914~c5_100x100.jpg?x-expires=1702054800&x-signature=CY5v8SQKOxzbyeuY4OGZtTRpiEc%3D,No,---,0
278,Nils,nilzz47,https://www.tiktok.com/@nilzz47,Ich hab Junior Wahl voll verkackt,23.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/866c9112756ab169f073132ed6bddf36~c5_100x100.jpg?x-expires=1702054800&x-signature=OqiX0%2BFHxS2Z3EPNuTH2E5AStqk%3D,No,---,0
279,HAHAHAHA,hahahahahahahahaha448,https://www.tiktok.com/@hahahahahahahahaha448,Ok die ist Sympathisch aber wenn man bedenkt das sie zu den grünen gehört da wird mir anders 😂,23.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/6aa678e94370f03489525d8c4a8547b6~c5_100x100.jpg?x-expires=1702054800&x-signature=DbIxf34iHQA1LUFCBPsjZCRnlgA%3D,No,---,0
280,✝️,18._dala_.08,https://www.tiktok.com/@18._dala_.08,ich war erst gegen die grünen und etz iwi nicht also ich finde sie jetzt eig ganz cool,23.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e24f6f18de5ac77b675dfa9fde2533fd~c5_100x100.jpg?x-expires=1702054800&x-signature=GrP1Fq%2FzKOmAvDppjaop2Pb3m1I%3D,No,---,0
281,Deady,helsinkiisinmyleg,https://www.tiktok.com/@helsinkiisinmyleg,ich wähle grün🥰lol,23.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/1ad53e7ceed9a8d3c6d5ff2eeb76384d~c5_100x100.jpg?x-expires=1702054800&x-signature=7dV4GvI%2F6uid3mRQTwpj5QQivVQ%3D,No,---,0
282,Ali Fernandez,alifernande_zzz,https://www.tiktok.com/@alifernande_zzz,ein grünes Herz 😂😂,23.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f8faee2187e5f871b0d240d8b422a00c~c5_100x100.jpg?x-expires=1702054800&x-signature=1RCQPDjvS1drL1OtFQYY1tqVBZQ%3D,No,---,0
283,dassams3,dassams2,https://www.tiktok.com/@dassams2,Bei jedem arbeitgeber der was für seine sicherheit tun will, gibt es ein arbeitshandy. Sie hat nur ✨eins ✨,23.09.21,0,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1702054800&x-signature=BZFu0OqdauDQr6uMxNGPOSlGjfk%3D,No,---,0
284,Peter Hase,derhase12345,https://www.tiktok.com/@derhase12345,Sympathische Frau, meine Stimme geht aber an die FDP,23.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3628e4110bb09e88ee4b2e393ebdc7cf~c5_100x100.jpg?x-expires=1702054800&x-signature=rlK4lKlAsfpXnMNHS4DhzqJqI4Q%3D,No,---,0
285,SoSorry,sosorry3000,https://www.tiktok.com/@sosorry3000,Unwählbar,23.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6d59c60efc6cbefb5756d8aa38151cd3~c5_100x100.jpg?x-expires=1702054800&x-signature=nOFEWqXaDq8Qv46n4T6h9TWRZJk%3D,No,---,0
286,맥스,jd_king71,https://www.tiktok.com/@jd_king71,Armin Laschet wird Kanzler 🤝🏻,22.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/04d82522f02b4c86e5dc799b0f75548e~c5_100x100.jpg?x-expires=1702054800&x-signature=jjPMJVtiqDH7Mtpr9RC1ajvT9xU%3D,No,---,0
287,Sonja Carstens,sonjacarstens,https://www.tiktok.com/@sonjacarstens,Zu kindlich 😁,22.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1625031220877318~c5_100x100.jpg?x-expires=1702054800&x-signature=8qMJlvFPvEAwhK37nK2EeAPJzkw%3D,No,---,0
288,💬,tiliboa,https://www.tiktok.com/@tiliboa,Warum sind alle Politiker sind immet soo sympatisch obwohl ich die grünen nicht gut finde,22.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7e56f956804b0bbcbbf345de51c7e0eb~c5_100x100.jpg?x-expires=1702054800&x-signature=0lOOE8Ip9SjufQtkyjT6Y3rR%2BsQ%3D,No,---,0
289,Jonah,jonah_bck,https://www.tiktok.com/@jonah_bck,So sympathisch,22.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/0bd3d89416b5fcfcd1278bf313c3e435~c5_100x100.jpg?x-expires=1702054800&x-signature=4BHEVFylcSfiGRTqP%2BeF8G%2FXns0%3D,No,---,0
290,𝓕𝓮𝓵𝓲𝔁,felikss_1908,https://www.tiktok.com/@felikss_1908,Sie ist wirklich nett 😁,22.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/87933262832379fc093a15adda5e7238~c5_100x100.jpg?x-expires=1702054800&x-signature=qw944PUj8ziGcl0KFURZEmiORKI%3D,No,---,0
